row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,quantity,discount,profit
1191.0,CA-2017-117212,2017-02-26 00:00:00,2017-02-28 00:00:00,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1140.519625,3.0,0.2,86.40863097
1192.0,CA-2017-117212,2017-02-26 00:00:00,2017-02-28 00:00:00,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,120.2139227,4.0,0.0,84.68911103
1193.0,CA-2017-117212,2017-02-26 00:00:00,2017-02-28 00:00:00,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,26.25178753,4.0,0.0,11.40640571
1194.0,US-2015-130519,2015-09-15 00:00:00,2015-09-15 00:00:00,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Colorado Springs,Florida,33065.0,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,9.552479058,3.0,0.2,4.77526538
1195.0,US-2015-130519,2015-09-15 00:00:00,2015-09-15 00:00:00,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Colorado Springs,Florida,33065.0,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,11.42424464,4.0,0.2,2.056280232
1196.0,US-2015-130519,2015-09-15 00:00:00,2015-09-15 00:00:00,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Colorado Springs,Florida,33065.0,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",25.8259664,2.0,0.2,2.789631645
1197.0,US-2015-130519,2015-09-15 00:00:00,2015-09-15 00:00:00,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Colorado Springs,Florida,33065.0,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",38.74093169,1.0,0.2,-1.151071721
1198.0,CA-2016-130946,2016-08-04 00:00:00,2016-12-04 00:00:00,Standard Class,vC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,588.5429559,9.0,0.2,84.16261173
1199.0,CA-2016-130946,2016-08-04 00:00:00,2016-12-04 00:00:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,112.8910474,4.0,0.3,-5.024902453
1200.0,CA-2016-130946,2016-08-04 00:00:00,,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1526.207685,4.0,0.8,-2477.062205
1201.0,CA-2016-114727,,2016-07-24 00:00:00,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,662.9345712,3.0,0.2,44.1983545
1202.0,CA-2016-114727,2016-07-18 00:00:00,2016-07-24 00:00:00,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.197214497,3.0,0.7,-0.954634336
1203.0,CA-2016-114727,2016-07-18 00:00:00,2016-07-24 00:00:00,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1199.474896,3.0,0.2,11.91861157
1204.0,CA-2016-114727,2016-07-18 00:00:00,2016-07-24 00:00:00,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",879.2788189,2.0,0.2,0.0
1205.0,CA-2016-114727,2016-07-18 00:00:00,2016-07-24 00:00:00,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",,3.0,0.2,-35.8077165
1206.0,CA-2017-133235,2017-01-08 00:00:00,2017-04-08 00:00:00,First Classy,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carhlina,28205.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,295.496188,5.0,,17.49169657
1207.0,CA-2016-137050,2016-07-14 00:00:00,2016-07-18 00:00:00,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",7.318578605,1.0,0.0,3.991422769
1208.0,CA-2016-137050,2016-07-14 00:00:00,2016-07-18 00:00:00,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,13.69411708,3.0,0.2,4.633817042
1209.0,Ct-2016-137050,2016-07-14 00:00:00,2016-07-18 00:00:00,Second Class,SWu20755,Steven Ward,Corporate,United States,New York City,New York,,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,20.7188752,7.0,0.0,5.313212662
1210.0,CA-2016-137050,2016-07-14 00:00:00,2016-07-18 00:00:00,Second Class,SW-207j5,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,43.28279744,7.0,0.0,7.61131989
1211.0,CA-2016-137050,2016-07-14 00:00:00,2016-07-18 00:00:00,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,10.22560699,2.0,0.2,1.938419096
1212.0,CA-2016-137050,2016-07-14 00:00:00,2016-07-18 00:00:00,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,495.4528818,4.0,0.2,25.85988532
1213.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,198.5434766,2.0,,-44.86334353
1214.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20620,Stefania Perrink,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036504102,2.0,0.7,-1.697626314
1215.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20d20,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",5.466220491,1.0,0.7,-2.57326243
1216.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",5.962398016,1.0,0.2,1.584298969
1217.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Msuse,52.29054646,3.0,0.2,37.64518595
1218.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",25.18504803,2.0,0.2,1.73223244
1219.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10003174,Technology,Accessorjes,Plantronics S12 Corded Telephone Headset System,383.9241735,3.0,0.2,85.46155668
1220.0,US-2017-118087,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1344.840877,7.0,0.4,-277.2805026
,CA-2014-110184,2014-12-07 00:00:00,2014-07-16 00:00:00,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036.0,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,135.7293364,9.0,,28.37328337
1222.0,CA-2014u110184,2014-12-07 00:00:00,2014-07-16 00:00:00,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036.0,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,212.9940593,,0.2,23.91361096
,CA-2016-126004,2016-04-12 00:00:00,2016-05-12 00:00:00,First Classy,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",144.1846182,3.0,0.0,25.28670797
1224.0,CA-2016-126004,2016-04-12 00:00:00,2016-05-12 00:00:00,First Classy,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,112.3252282,1.0,0.0,50.04798638
1225.0,CA-2016-126004,,2016-05-12 00:00:00,First Classy,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,2.002338389,1.0,0.2,0.847225038
1226.0,CA-2016-126004,2016-04-12 00:00:00,2016-05-12 00:00:00,First Classy,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,20.34250197,4.0,0.0,28.97221115
1227.0,CA-2016-126004,,2016-05-12 00:00:00,First Classy,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,237.4535464,3.0,0.0,2.055393393
,CA-2016-126004,2016-04-12 00:00:00,2016-05-12 00:00:00,First Classy,BM-11140,Becky Martin,Consumer,United States,New York City,Ngw York,10024.0,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,217.5740683,,0.0,6.517055584
,CA-2017-100013,2017-06-11 00:00:00,2017-11-11 00:00:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",,2.0,0.0,8.062542764
1230.0,CA-2017-100013,,2017-11-11 00:00:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,,1.0,,2.175472861
1231.0,CA-2017-100013,2017-06-11 00:00:00,2017-11-11 00:00:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,6.955789323,,0.0,0.925842268
1232.0,CA-2015-132570,2015-10-31 00:00:00,2015-02-11 00:00:00,Second Class,KT-16480,Kean Thornton,Consumer,United States,Taylor,New York,14215.0,East,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,1.525361094,2.0,0.0,0.723429967
1233.0,CA-2015-132570,2015-10-31 00:00:00,2015-02-11 00:00:00,Second Class,KT-16480,Kean Thornton,Consumer,United States,Taylor,New York,14215.0,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",46.07458883,2.0,0.0,36.03979881
1234.0,CA-2016-153682,2016-05-30 00:00:00,2016-01-06 00:00:00,First Classy,BG-11695,Brooke Gillingham,Corporate,United States,Cincinnati,Ohio,45231.0,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,774.5682973,2.0,0.4,80.75737059
1235.0,CA-2016-144344,2016-10-28 00:00:00,2016-10-28 00:00:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Long Beach,Florida,,South,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round nall Clock,69.50484674,3.0,,16.27200295
1236.0,CA-2016-144344,2016-10-28 00:00:00,2016-10-28 00:00:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Long Beach,Florida,33437.0,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,43.52616425,5.0,0.7,-31.01625015
1237.0,CA-2016-144344,2016-10-28 00:00:00,2016-10-28 00:00:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Long Beach,Florida,33437.0,South,bUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,72.88290428,2.0,0.2,0.0
1238.0,CA-2016-144344,2016-10-28 00:00:00,2016-10-28 00:00:00,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Long Beach,Florida,33437.0,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",172.248273,3.0,0.2,49.3099562
1239.0,CA-2014-127012,2014-11-08 00:00:00,2014-08-15 00:00:00,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105.0,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",18.36105591,1.0,0.0,4.589360697
1240.0,CA-2014-127012,2014-11-08 00:00:00,2014-08-15 00:00:00,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,32.40953763,1.0,0.0,5.536825454
1241.0,CA-2014-127012,2014-11-08 00:00:00,2014-08-15 00:00:00,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105.0,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",33.88533079,2.0,0.0,11.56761372
1242.0,CA-2016-128727,2016-08-29 00:00:00,2016-04-09 00:00:00,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,19.66300705,4.0,0.0,5.108230375
1243.0,US-2016-162859,2016-02-15 00:00:00,2016-02-22 00:00:00,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,Ntw York,10009.0,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,592.2554168,3.0,0.2,101.1090783
1244.0,US-2016-162859,2016-02-15 00:00:00,2016-02-22 00:00:00,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009.0,Eaht,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,10.07816553,4.0,0.0,4.891783964
1245.0,CA-2017-133641,2017-05-14 00:00:00,2017-05-21 00:00:00,Standard Class,EJ-14155,Eva Jacoes,Consumer,United States,Gilbert,Missossippi,39503.0,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,34.89144571,9.0,0.0,16.67440066
1246.0,CA-2014-168494,2014-12-12 00:00:00,2014-12-14 00:00:00,Second Class,NP-18h00,Nora Preis,Consumer,United States,Fremont,California,,West,FUR-TA-10004619,Furniture,Tebles,Hon Non-Folding Utility Tables,674.6479968,6.0,0.2,134.9007315
1247.0,CA-2014-168494,2014-12-12 00:00:00,2014-12-14 00:00:00,Second Class,NP-18700,Nora Preis,Consumer,United States,Fremont,California,93727.0,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,4706.887302,12.0,0.2,192.3879472
1248.0,CA-2014-168494,2014-12-12 00:00:00,2014-12-14 00:00:00,Second Class,NP-18700,Nora Preis,Consumer,United States,Fremont,California,93727.0,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,279.8766651,3.0,0.15,
1249.0,CA-2017-115602,2017-12-18 00:00:00,,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,42.50847281,6.0,0.0,16.98911126
1250.0,CA-2017-115602,2017-12-18 00:00:00,2017-12-24 00:00:00,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,640.7443315,9.0,,117.9100279
1251.0,CA-2017-115602,2017-12-18 00:00:00,2017-12-24 00:00:00,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009.0,Ealt,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2510.158693,13.0,0.0,537.9004838
1252.0,CA-2017-115602,2017-12-18 00:00:00,2017-12-24 00:00:00,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.443776188,2.0,0.0,1.641580305
1253.0,CA-2015-154956,2015-04-07 00:00:00,2015-09-07 00:00:00,Standard Class,IM-15070,Irene Maddfx,Consumer,United States,Miami,Wisconsin,53209.0,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1540.290047,4.0,0.0,328.0897323
1254.0,CA-2017-144638,2017-10-03 00:00:00,2017-03-14 00:00:00,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Rochester,Pennsylvania,19013.0,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.322422423,2.0,0.2,0.689872174
1255.0,CA-2017-144638,2017-10-03 00:00:00,2017-03-14 00:00:00,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Rochester,Pennsylvania,,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,27.8432887,3.0,0.4,-6.375423962
1256.0,CA-2017-144638,2017-10-03 00:00:00,2017-03-14 00:00:00,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Rochester,Pennsylvania,19013.0,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,8.506181718,1.0,0.2,0.417193739
1257.0,CA-2017-144638,2017-10-03 00:00:00,2017-03-14 00:00:00,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Rochester,Pennsylvania,19013.0,East,FUR-FU-10003535,Furniture,Furnishings,Howarf Miller Distant Time Traveler Alarm Clock,47.82290974,,0.2,
1258.0,US-2016-168620,2016-12-24 00:00:00,2016-12-28 00:00:00,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205.0,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,,3.0,0.7,-28.21668087
1259.0,US-2016-168620,2016-12-24 00:00:00,2016-12-28 00:00:00,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,340.7673497,3.0,0.2,-28.1504133
1260.0,US-2016-168620,2016-12-24 00:00:00,2016-12-28 00:00:00,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205.0,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,278.7009888,8.0,0.2,50.03365148
1261.0,CA-2017-117079,2017-10-23 00:00:00,2017-10-27 00:00:00,Standard Class,JR-15700,Jocasta Rupeat,Consumer,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1254.452263,3.0,0.2,65.83675145
1262.0,US-2016-144393,2016-10-28 00:00:00,2016-04-11 00:00:00,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Roseville,North Carolina,27834.0,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",21.55653917,4.0,0.7,-17.25054208
1263.0,CA-2017-105053,2017-07-07 00:00:00,2017-09-07 00:00:00,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,11561.0,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,25.86927739,3.0,0.2,5.950336528
1264.0,CA-2016-15599p,2016-01-10 00:00:00,2016-02-10 00:00:00,First Classy,CC-12220,Chris Cortes,Consumer,United States,Orem,Indiana,46350.0,Central,TEC-PH-10000215,Technology,Phones,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,,2.0,0.0,12.43467675
1265.0,CA-2016-155992,2016-01-10 00:00:00,2016-02-10 00:00:00,First Classy,CC-12220,Chris Cortes,Consumer,United States,Orem,Indiana,46350.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,56.79774032,5.0,0.0,10.1370056
1266.0,CA-2017v110380,2017-02-09 00:00:00,2017-07-09 00:00:00,Standard Class,PF-19225,Phillip Flhthmann,Consumer,United States,San Francisco,Califfrnia,94122.0,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.42153333,3.0,,1.906148285
1267.0,US-2014-167738,2014-12-24 00:00:00,2014-12-29 00:00:00,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045.0,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,115.057946,1.0,0.0,39.36890561
1268.0,US-2014-167738,2014-12-24 00:00:00,2014-12-29 00:00:00,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045.0,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",375.7531679,6.0,0.2,19.31407206
1269.0,CA-2017-121412,2017-09-23 00:00:00,2017-09-27 00:00:00,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,80027.0,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,,3.0,0.2,4.822269436
1270.0,CA-2017-100426,2017-04-06 00:00:00,2017-08-06 00:00:00,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Lawrence,Alabama,35630.0,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â?Â x 11Â",16.52947872,2.0,0.0,8.202960614
1271.0,US-2016-103646,2016-04-21 00:00:00,2016-04-26 00:00:00,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,117.8197095,4.0,0.2,-8.317514419
1272.0,US-2016-103646,2016-04-21 00:00:00,2016-04-26 00:00:00,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-AP-10004487,Office Supplies,bppliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,44.34475385,3.0,0.8,-78.90201636
1273.0,US-2016-103646,2016-04-21 00:00:00,2016-04-26 00:00:00,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",39.36619667,8.0,0.8,-62.27411489
1274.0,CA-2016-119186,2016-05-26 00:00:00,2016-05-26 00:00:00,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,9.045628761,2.0,0.2,
1275.0,CA-2016-119186,2016-05-26 00:00:00,2016-05-26 00:00:00,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scokter Chair with White Frame,256.5186739,5.0,0.3,-129.6845312
1276.0,CA-2016-119186,2016-05-26 00:00:00,2016-05-26 00:00:00,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.81511256,3.0,0.2,6.350409047
1277.0,CA-2016-119186,2016-05-26 00:00:00,2016-05-26 00:00:00,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,55.89983617,1.0,0.2,-8.483112247
1278.0,CA-2016-14869x,2016-02-05 00:00:00,2016-07-05 00:00:00,Standard Class,BD-11770,BryanuDavis,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,98.61155582,3.0,0.2,4.740382572
1279.0,CA-2014-163293,2014-08-09 00:00:00,2014-11-09 00:00:00,First Classy,KC-16255,Karen Carlisle,Corporate,United States,Madison,Georgia,31204.0,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive e GB,41.43687663,3.0,0.0,14.82559283
1280.0,CA-2014-163293,2014-08-09 00:00:00,2014-11-09 00:00:00,First Classy,KC-16255,Karen Carlisle,Corporate,United States,Madison,Georgia,31204.0,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",100.8421907,4.0,0.0,26.36069356
1281.0,CA-2016-160815,2016-05-09 00:00:00,2016-06-09 00:00:00,First Classy,TR-21325,Toby Ritter,Consumer,United States,Aurora,Iowa,52402.0,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,289.8488546,3.0,0.0,109.0949471
1282.0,CA-2017-122154,2017-09-04 00:00:00,2017-11-04 00:00:00,First Classy,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,14.79521893,3.0,0.2,6.367731305
1283.0,CA-2017-122154,2017-09-04 00:00:00,2017-11-04 00:00:00,First Classy,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,14.8900784,1.0,0.7,-14.92693689
1284.0,CA-2017-122154,2017-09-04 00:00:00,2017-11-04 00:00:00,First Classy,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,184.7974125,3.0,0.2,81.63287453
1285.0,US-2015-149692,2015-06-12 00:00:00,2015-12-12 00:00:00,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,,7.0,,-3.736167215
1286.0,CA-2016-119445,2016-06-26 00:00:00,2016-03-07 00:00:00,Standard Class,GM-14500,Gene McClura,Consumer,United States,Denver,Rhode Island,2908.0,East,OFF-ST-10000617,Office Supplies,Storage,Woodarain Magazine Files by Perma,20.38373227,5.0,,1.330748737
